fullname,Сайт,Отчёт,Год отчёта,учащихся,Английский_егэ,,Французский_егэ,,Немецкий_егэ,,Русский_егэ,,География_егэ,,Обществознание_егэ,,Литература_егэ,,История_егэ,,Информатика_егэ,,Математика_егэ,,Химия_егэ,,Биология_егэ,,Физика_егэ,,address,lng,lat
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1565 ""Свиблово""",http://gym1565sv.mskobr.ru,http://gym1565sv.mskobr.ru/files/doklad_2015_n1.docx,2015,5409,75,,,,,,76,,72,,56,,58,,50,,58,,55,,74,,64,,54,,"129323, г. Москва, ул. Седова, д. 4, корп. 1",37.642186,55.852799
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 853""",http://sch853zg.mskobr.ru,http://sch853zg.mskobr.ru/files/publdokl_2015_1.pdf,2015,1748,,,,,,,73,,,,,,,,,,,,65,,,,,,,,"124460, г. Москва, Зеленоград, корп. 913А",37.192202,55.984975
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 45 имени Л.И. Мильграма""",http://sch45uz.mskobr.ru,http://st.educom.ru//eduoffices/gateways/get_file.php?id={6722ADB6-AC2D-44E8-9213-58DEDCDCF884}&name=samoobsledov_45.pdf,2013,788,86.67,42,80,2,57,1,80.97,,,,72.11,28,66.8,5,65.27,11,85.33,3,61.16,,81.88,8,84,8,59.57,7,"117036, г. Москва, ул. Гримау, д.8",37.579744,55.690654
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1290""",gymv1290.mskobr.ru,http://gym1290.mskobr.ru/files/pd_1415_1.pdf,2015,2090,x,,,,,,,,,,,,,,,,,,,,,,,,,,"105043, г. Москва, ул. Первомайская, д.59, строение 1",37.793462,55.794457
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1520 имени Капцовых""",http://gymc1520.mskobr.ru,http://st.educom.ru//eduoffices/gateways/get_file.php?id={1831164E-310E-44AA-8E68-9211CD855FFD}&name=samoobsledovanie_14-15.pdf,2015,844,83,48,97,2,61,1,78,82,89,1,71,29,63,10,60,15,70,1,54,47,68,15,72,14,61,11,"125009 г.Москва, Леонтьевский пер., д.19/2, стр.1",37.604906,55.760631
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1454 ""Центр образования Тимирязевский""",http://sch1454s.mskobr.ru,http://sch1454s.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%20-%202014-2015.pdf,2015,1127,81,,,,,,73.62,,62,,60,,61,,63,,47,,45,,59,,57,,54,,"127422, г. Москва, улица Тимирязевская, дом 14 ""А""",37.568929,55.813334
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранных языков № 1288 имени Героя Советского Союза Н.В.Троян""",http://sch1288s.mskobr.ru,http://sch1288s.mskobr.ru/files/2015%20publdoklad%200630.pdf,2015,1063,86.6,,87,,,,77,,69,,61.5,,65.6,,55,,60,,47,,50,,53,,49,,"125007, г. Москва, Хорошевское шоссе, дом 3",37.542141,55.773727
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2054""",http://sch2054.mskobr.ru,http://sch2054.mskobr.ru/files/docs/%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014.docx,2015,980,67,95,,,50,1,72,298,65.4,5,54.5,143,55,115,45,35,50,8,48,298,60.4,7,59,10,54,28,"127051 г.Москва, Трубная ул., д.36",37.626106,55.772284
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1944""",http://schusz1944.mskobr.ru,http://schusz1944.mskobr.ru/files/publichnyj_doklad_rukovoditelya_gosudarstvennogo_byudzhtnogo_obweobrazovatel_nogo_uchrezhdeniya_goroda_moskvy.docx,2015,2280,84,,,,,,84.2,,77,,71.4,,74.5,,57.1,,58.1,,69.3,,78.9,,79.7,,63.4,,"125368, г. Москва, ул. Барышиха, д. 17, корп. 1",37.349722,55.842267
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 814""",http://sch814z.mskobr.ru,http://sch814z.mskobr.ru/files/itogi12-13.pdf,2013,4902,90,,,,62,,78,,97,,69,,65,,64,,57,,61,,79,,72,,69,,"119501 г.Москва, ул. Веерная, д. 5, корпус 3",37.474731,55.706543
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия №1506""",http://gym1506.mskobr.ru,http://gym1506.mskobr.ru/files/publ_doklad.pdf,2015,2032,76,,88,,,,78,,63,,64,,68,,58,,65,,58,,75,,75,,61,,"127282, г. Москва, ул. Широкая, д.1А",37.6509,55.88976
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2009""",http://sch2009uz.mskobr.ru,http://sch2009uz.mskobr.ru/files/model_samoanaliza.pdf,2014,3180,54,,,,,,59,,,,50,,51,,38,,45,,39,,61,,61,,46,,"117041, г.Москва, улица Адмирала Руднева, дом 16, корпус 1",37.519243,55.540501
Государственное бюджетное образовательное учреждение города Москвы гимназия № 1558 имени Росалии де Кастро,http://gym1558sv.mskobr.ru,http://gym1558sv.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,1812,80,,,,,,81,,,,68,,70,,61,,65,,62,,69,,75,,59,,"129327, Москва, Чукотский проезд, д. 6",37.654089,55.868162
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2104 на Таганке""",http://sch2104c.mskobr.ru,http://sch2104c.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.pdf,2015,1212,69,,,,77,,79,,,,65,,66,,56,,61,,56,,63,,72,,58,,"109240 Москва, 1-й Котельнический переулок д.5",37.646345,55.743613
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 1575""",http://lyc1575.mskobr.ru,http://st.educom.ru//eduoffices/gateways/get_file.php?id={508EC2E4-72B8-4DF9-918D-B0FAB25C4FE9}&name=1575_otchet-samoobsledovanie-2014-2015-(3).pdf,2015,1023,74,,,,,,79,,81,,65,,61,,54,,67,,63,,67,,68,,60,,"125319 г. Москва, ул. Усиевича, д. 6",37.532035,55.804845
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением английского языка № 1354""",http://sch1354uz.mskobr.ru,http://sch1354uz.mskobr.ru/files/2003/otchet_za_2013-2014_uch_god.pdf,2014,2218,,,,,,,73,30,,,52,13,60,3,54,3,56,4,42,30,74,8,74,12,51,4,"117624, г. Москва, улица Изюмская, дом 38, корпус 1",37.563844,55.548136
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2098 ""Многопрофильный образовательный центр"" имени Героя Советского Союза Л.М.Доватора""",http://sch2098s.mskobr.ru,http://sch2098s.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%82%202098%20-%202014-15%281%29.pdf,2015,1663,x,,,,,,,,,,,,,,,,,,,,,,,,,,"125635 Москва, Ангарская улица д.22а",37.519306,55.874339
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранного языка № 1231 имени В.Д. Поленова""",http://sch1231.mskobr.ru,http://sch1231.mskobr.ru/files/za_otchetnyj_period_2012-15.pdf,2014,3342,74.75,,81.6,,,,73.8,,,,,,73,,,,,,,,,,,,,,"119002 г.Москва, Спасопесковский пер., д.6, стр.7",37.589033,55.749653
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1569 ""Созвездие""",http://gym1569u.mskobr.ru,http://gym1569u.mskobr.ru/files/doklad.pdf,2015,2473,,,,,,,75.7,,,,,,,,,,,,51.95,,,,,,,,"115573 г. Москва, ул. Мусы Джалиля, д.36,к.2",37.738818,55.617154
Государственное бюджетное образовательное учреждение города Москвы лицей № 1158,http://sch1158.mskobr.ru,http://sch1158.mskobr.ru/files/PUB_doklad/Pub_doc_2014-2015.pdf,2015,1436,66.8,,,,,,69.1,,65,,60.3,,73.8,,64.2,,58,,47.2,6,76.1,,67.9,,50.8,,"117648 ,г. Москва,Северное Чертаново корп. 809",37.596273,55.634786
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1468""",sch1468.mskobr.ru,http://sch1468.mskobr.ru/files/2015-2016/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4.pdf,2015,2493,71.4,,,,,,78.1,,,,63.1,,67,,63.5,,51,,58.8,,,,63,,59,,"109544 г.Москва, Новорогожская ул., д.9.",37.680823,55.742559
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1223 ""Лингвистический центр""""",sch1223s.mskobr.ru,http://sch1223s.mskobr.ru/files/%20%D0%BE%D1%82%D1%87%D0%B5%D1%821223.pdf,2015,1240,,,,,,,79,79,,,70,45,66,7,,,,,54,,66,7,,,,,"125239 г. Москва, улица Михалковская, дом 13-а",37.527229,55.83846
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 1533 (информационных технологий)""",lyc1533.mskobr.ru,http://lyc1533.mskobr.ru/files/%D0%9F%D1%83%D0%B1%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014%E2%80%932015.pdf,2015,861,81,,,,,,83,,,,64,,65,,55,,68,,75,,56,,72,,71,,"119296, г. Москва, Ломоносовский проспект, дом 16",37.543731,55.692338
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 429 ""Соколиная гора""",http://cog429.mskobr.ru,http://cog429.mskobr.ru/files/publichnyj_doklad_licej_429_2015_sajt.pdf,2015,3957,67.81,,,,,,71.01,,60.83,,54.8,,56.04,,48,,48.47,,50.45,,68.6,,58.94,,60.09,,"105118, Москва, пр-т Буденного, д.15-а",37.725047,55.77551
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 2114""",http://sch2114uz.mskobr.ru,http://sch2114uz.mskobr.ru/files/%20%D0%94%D0%9E%D0%9A%D0%9B%D0%90%D0%94_N.pdf,2015,4611,69.6,,,,,,75.1,,,,61.8,,63.7,,47.9,,54.6,,58.3,,63.8,,70,,58.3,,"117628 Москва, бульвар Дмитрия Донского д.6 к.1",37.57254,55.569387
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1542""",http://gym1542.mskobr.ru,http://www.youblisher.com/p/1188329-Doklad1542/,2015,2774,65.3,45,,,,,74.14,128,,,62.14,85,68.41,5,50.13,20,66,15,52.1,99,66.8,15,64.6,15,58.43,20,"119620, г. Москва, ул. Авиаторов, дом 8, корпус 2",37.399964,55.646584
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 199""",http://sch199uz.mskobr.ru,http://sch199uz.mskobr.ru/files/%20%E2%84%96%20199%202014-15%20%20(1).pdf,2015,2257,x,,,,,,,,,,,,,,,,,,,,,,,,,,"117036 г. Москва, ул. Дм. Ульянова, д. 15, корп.1",37.571579,55.69008
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1507""",http://gym1507uz.mskobr.ru,http://gym1507uz.mskobr.ru/files/publichnyj_otchet_gimnazii_1507_za_2014-2015.pdf,2015,1627,81,32,,,,,77,90,56,6,64,52,60,9,59,17,64,7,56,55,66,11,68,15,58,18,"117321, г. Москва, ул. Профсоюзная, дом 132, корп.9",37.507295,55.630868
Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением английского и французского языков № 1358,http://gym1358sz.mskobr.ru,http://gym1358sz.mskobr.ru/files/%20%D0%B4%D0%BE%D0%BA%D0%BB%D0%B0%D0%B4%202014-2015.pdf,2015,2275,71,44,,,,,76,115,,,59,77,64,9,59,26,54,16,47,85,69,13,78,18,57,18,"125310, г. Москва, Пятницкое шоссе, д. 45, корп. 2",37.34682,55.856492
"Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа с углубленным изучением математики, информатики, физики № 444",http://schv444.mskobr.ru,http://schv444.mskobr.ru/files/publichnyiy_doklad_2013.pdf,2013,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,"105043, город Москва, Нижняя Первомайская улица, дом 14",37.796463,55.790671
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Гимназия № 1583""",http://gym1583s-new.mskobr.ru,http://gym1583s-new.mskobr.ru/files/pub14.pdf,2014,653,68,,,,,,77,,,,66,,76,,72,,58,,58,,76,,76,,63,,"125493, г. Москва, улица Смольная, дом 25",37.494575,55.849782
Государственное бюджетное образовательное учреждение города Москвы лицей информационных технологий № 1537,http://lyc1537.mskobr.ru,http://lyc1537.mskobr.ru/files/licej1537_publichnyj_doklad_direktora.docx,2014,1261,75,27,,,,,76,105,,,61.3,53,62,9,62,14,69,26,63.3,104,71,2,52.4,8,58.2,48,"129347, г. Москва, ул. Проходчиков, д.9",37.719172,55.874258
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 1560""",http://lyc1560.mskobr.ru,http://st.educom.ru//eduoffices/gateways/get_file.php?id={92A9E8A1-FFC8-4DBC-BA6E-ACC79FF40EDB}&name=samoobsl_2013-2014.pdf,2014,1311,71,31,,,,,74,100,79,2,65,52,71,8,74,8,57,16,54,95,,,74,13,56,34,"123423, г. Москва, ул. Тухачевского, д. 17, корп. 3",37.48384,55.780502
"Федеральное государственное казенное общеобразовательное учреждение ""Московский кадетский корпус ""Пансион воспитанниц Министерства обороны Российской Федерации""",http://pansion-mil.ru,http://pansion-mil.ru/images/docs/PUBLI4NY_OT4ET.pdf,2015,721,83,23,,,,,83,83,72,3,73,47,75,7,64,22,69,13,66,55,75,14,79,11,68,9,"125284, г.Москва ул. Поликарпова, 21",37.546057,55.778674
"Государственное бюджетное общеобразовательное учреждение города Москвы ""Лицей № 1553 имени В.И. Вернадского""",http://lycu1553.mskobr.ru,http://lycu1553.mskobr.ru/report/,2015,393,76,47,,,,,79,85,76,4,66,25,70,25,58,30,60,8,61,71,75,11,81,16,74,14,"115114 г. Москва, ул. Дербеневская д.13",37.649103,55.720966
